previous_location,dairy,drinks,fruit,spices,checkout
entrance,0.2866388027504382,0.15356613185924228,0.3780504247000135,0.18174464069030605,0.0
dairy,0.0,0.22231778112233927,0.18985164480756828,0.19544184046441626,0.3923887336056762
drinks,0.027256364103882748,0.0,0.21779377732064797,0.21599382874775006,0.5389560298277192
fruit,0.2369658957271658,0.1364170913367307,0.0,0.1258330066640533,0.5007840062720502
spices,0.3236159400909334,0.2728002139609521,0.15191227600962826,0.0,0.2516715699384862
