,loss,accuracy,val_loss,val_accuracy
0,2.4607796669006348,0.10819855332374573,2.3117504119873047,0.10244988650083542
1,2.3907833099365234,0.10262130200862885,2.295529842376709,0.1358574628829956
2,2.3278446197509766,0.10819855332374573,2.2930638790130615,0.11135857552289963
3,2.316110849380493,0.09760178625583649,2.3018295764923096,0.08685968816280365
4,2.304399013519287,0.11321806907653809,2.315221071243286,0.08685968816280365
5,2.3039824962615967,0.10931400209665298,2.305750846862793,0.1269487738609314
6,2.303065299987793,0.1193530410528183,2.3022847175598145,0.1314031183719635
7,2.303892135620117,0.10987172275781631,2.290461540222168,0.10467705875635147
8,2.3007566928863525,0.11489124596118927,2.3001959323883057,0.09131403267383575
9,2.298985719680786,0.11991076171398163,2.2925519943237305,0.10022271424531937
10,2.3001739978790283,0.1193530410528183,2.294278621673584,0.11135857552289963
11,2.298713207244873,0.11210262030363083,2.289424419403076,0.1269487738609314
12,2.294557809829712,0.11656441539525986,2.291395664215088,0.09576837718486786
13,2.293314218521118,0.12158393859863281,2.2892117500305176,0.09576837718486786
14,2.2928340435028076,0.11600669473409653,2.298950672149658,0.10244988650083542
15,2.295558214187622,0.11879531294107437,2.2895302772521973,0.13363029062747955
16,2.2924935817718506,0.12381483614444733,2.2797904014587402,0.11135857552289963
17,2.2932448387145996,0.12437255680561066,2.274573564529419,0.1314031183719635
18,2.2913436889648438,0.12102621048688889,2.268775701522827,0.13808463513851166
19,2.2913832664489746,0.1154489666223526,2.2663216590881348,0.15367482602596283
20,2.2821907997131348,0.13552704453468323,2.260516881942749,0.1314031183719635
21,2.284726142883301,0.13273842632770538,2.2601258754730225,0.11581292003393173
22,2.2772276401519775,0.13050752878189087,2.2327775955200195,0.1737193763256073
23,2.2643542289733887,0.15504740178585052,2.221834421157837,0.17594654858112335
24,2.2722830772399902,0.1505856066942215,2.2136905193328857,0.18485523760318756
25,2.2618632316589355,0.1583937555551529,2.189504623413086,0.20044542849063873
26,2.2663521766662598,0.1388733983039856,2.190242290496826,0.17149220407009125
27,2.253303289413452,0.1583937555551529,2.1474037170410156,0.2204899787902832
28,2.2394728660583496,0.17735639214515686,2.1352717876434326,0.2583518922328949
29,2.238931655883789,0.16341327130794525,2.112584114074707,0.24721603095531464
30,2.222933292388916,0.17177914083003998,2.074176549911499,0.2717149257659912
31,2.207343101501465,0.1818181872367859,2.047581434249878,0.2249443233013153
32,2.258585214614868,0.176240935921669,2.044334650039673,0.2494432032108307
