,loss,accuracy,val_loss,val_accuracy
0,2.5104806423187256,0.10596764832735062,2.553257465362549,0.13808463513851166
1,2.3925490379333496,0.12883435189723969,2.4295129776000977,0.15367482602596283
2,2.358119487762451,0.14054657518863678,2.367011785507202,0.160356342792511
3,2.3076398372650146,0.16174009442329407,2.302625894546509,0.17594654858112335
4,2.2686893939971924,0.16508644819259644,2.2489216327667236,0.19821825623512268
5,2.216949224472046,0.19408811628818512,2.1823647022247314,0.23385301232337952
6,2.1835291385650635,0.2074735015630722,2.122171401977539,0.25167039036750793
7,2.149885892868042,0.22978249192237854,2.0467793941497803,0.2850779592990875
8,2.0778439044952393,0.254322350025177,1.9579626321792603,0.314031183719635
9,2.0346226692199707,0.28443947434425354,1.876311182975769,0.34075725078582764
10,1.9904146194458008,0.3089793622493744,1.834507942199707,0.37193763256073
11,1.9612963199615479,0.3307306170463562,1.7328609228134155,0.4409799575805664
12,1.8968217372894287,0.3485777974128723,1.6568913459777832,0.4610244929790497
13,1.8503957986831665,0.3859453499317169,1.5725815296173096,0.48106902837753296
14,1.7740849256515503,0.41996654868125916,1.4804630279541016,0.5345211625099182
15,1.7074841260910034,0.43000558018684387,1.4100593328475952,0.5612472295761108
16,1.666919469833374,0.46123814582824707,1.3549368381500244,0.5790646076202393
17,1.6629793643951416,0.44339096546173096,1.3442867994308472,0.5879732966423035
18,1.6170434951782227,0.45733407139778137,1.2130330801010132,0.6481069326400757
19,1.586067795753479,0.48075851798057556,1.125219702720642,0.6436525583267212
20,1.5383284091949463,0.49023982882499695,1.0269379615783691,0.6881960034370422
21,1.4735296964645386,0.5186837911605835,0.9794206619262695,0.692650318145752
22,1.4685046672821045,0.5119910836219788,0.9478828310966492,0.7015590071678162
23,1.3764976263046265,0.5588399171829224,0.883486270904541,0.7149220705032349
24,1.3626246452331543,0.5532627105712891,0.8216320276260376,0.730512261390686
25,1.2801045179367065,0.5939765572547913,0.7890334725379944,0.7550111413002014
26,1.304175853729248,0.5705521702766418,0.7406719326972961,0.7594654560089111
27,1.2663670778274536,0.5878416299819946,0.7121809720993042,0.7661470174789429
28,1.2312978506088257,0.6034578680992126,0.6804168820381165,0.7706013321876526
29,1.1896120309829712,0.6157278418540955,0.6417934894561768,0.788418710231781
30,1.1558104753494263,0.6274400353431702,0.6055656671524048,0.795100212097168
31,1.1491122245788574,0.6268823146820068,0.5988222360610962,0.8106904029846191
32,1.1603800058364868,0.6101505756378174,0.5811983942985535,0.8151447772979736
33,1.0641638040542603,0.6525376439094543,0.5424364805221558,0.8218262791633606
34,1.0792704820632935,0.6391522884368896,0.5283575654029846,0.8240534663200378
35,1.0142951011657715,0.6798661351203918,0.508158802986145,0.8262805938720703
36,1.0694036483764648,0.6547685265541077,0.49192777276039124,0.839643657207489
37,1.037783145904541,0.6709425449371338,0.47936898469924927,0.8418708443641663
38,1.029603123664856,0.6497490406036377,0.4558786451816559,0.846325159072876
39,0.9740188121795654,0.6720579862594604,0.4459945857524872,0.8530066609382629
40,0.9659873843193054,0.6770775318145752,0.4351258873939514,0.8685969114303589
41,0.9621139764785767,0.6809815764427185,0.42516764998435974,0.8641425371170044
42,0.9608739018440247,0.6837702393531799,0.4045551121234894,0.8752784132957458
43,0.9264683127403259,0.6848856806755066,0.40068504214286804,0.8819599151611328
44,0.9411650896072388,0.6798661351203918,0.3877352774143219,0.8864142298698425
45,0.8940896987915039,0.7010596990585327,0.3763275742530823,0.8886414170265198
46,0.9198799133300781,0.6815392971038818,0.3660525381565094,0.8841871023178101
47,0.8444629311561584,0.7250418066978455,0.3665942847728729,0.8819599151611328
48,0.854506254196167,0.7200223207473755,0.3562190532684326,0.8886414170265198
49,0.8443320989608765,0.7166759371757507,0.34132707118988037,0.8886414170265198
