,loss,accuracy,val_loss,val_accuracy
0,0.6788745522499084,0.802437961101532,2.4285008907318115,0.2729097008705139
1,0.09309027343988419,0.9842426180839539,0.5887197256088257,0.8276476860046387
2,0.04502665624022484,0.994945764541626,0.1103152334690094,0.9839465022087097
3,0.028193367645144463,0.9979188442230225,0.073394276201725,0.9875139594078064
4,0.01988980919122696,0.9986621141433716,0.06286414712667465,0.9899665713310242
5,0.015026142820715904,0.9994797110557556,0.05797842517495155,0.9897435903549194
6,0.01297104824334383,0.9994053840637207,0.057778436690568924,0.9899665713310242
7,0.010552069172263145,0.9996283650398254,0.04893775284290314,0.9919732213020325
8,0.009022541344165802,0.9996283650398254,0.08751919120550156,0.9797101616859436
9,0.008177461102604866,1.0,0.04422752931714058,0.9917502999305725
10,0.007196308579295874,0.9997770190238953,0.042050883173942566,0.9933110475540161
11,0.006253139581531286,0.9998513460159302,0.040523283183574677,0.9928650856018066
12,0.005592679604887962,1.0,0.041227638721466064,0.9930880665779114
13,0.005200664512813091,0.9999256730079651,0.039321884512901306,0.9933110475540161
14,0.0048648216761648655,0.9999256730079651,0.03771194815635681,0.9937569499015808
15,0.004325977526605129,1.0,0.035737045109272,0.9937569499015808
16,0.004437521565705538,0.9998513460159302,0.036077626049518585,0.9933110475540161
17,0.0038987549487501383,1.0,0.036514002829790115,0.9933110475540161
18,0.003602318000048399,1.0,0.0332961343228817,0.9935340285301208
19,0.0035539239179342985,1.0,0.033254560083150864,0.9939799308776855
20,0.0031619674991816282,1.0,0.032514166086912155,0.9939799308776855
21,0.0031310778576880693,1.0,0.03254510462284088,0.9937569499015808
22,0.0030073411762714386,1.0,0.03128845989704132,0.9939799308776855
23,0.0027063859160989523,1.0,0.030809486284852028,0.9939799308776855
24,0.0028454300481826067,1.0,0.03277873992919922,0.9935340285301208
25,0.0026335103902965784,1.0,0.030335091054439545,0.9935340285301208
26,0.0024933728855103254,1.0,0.030178410932421684,0.9937569499015808
27,0.0023065018467605114,1.0,0.030333690345287323,0.9942029118537903
28,0.002182203810662031,1.0,0.030870309099555016,0.9939799308776855
29,0.0021467802580446005,1.0,0.02990068681538105,0.9937569499015808
30,0.0021780335810035467,1.0,0.02908347360789776,0.9939799308776855
31,0.0019917781464755535,1.0,0.02898188680410385,0.9942029118537903
32,0.0020393950399011374,1.0,0.02818087860941887,0.994425892829895
33,0.0018913195235654712,1.0,0.027558594942092896,0.994425892829895
34,0.0018716666381806135,1.0,0.027215182781219482,0.9948717951774597
35,0.001779830316081643,1.0,0.027875814586877823,0.994425892829895
36,0.0017926986329257488,1.0,0.0267275869846344,0.9948717951774597
37,0.0017754330765455961,1.0,0.027197787538170815,0.9948717951774597
38,0.0016076870961114764,1.0,0.027168041095137596,0.994648814201355
39,0.001544486847706139,1.0,0.026311203837394714,0.994648814201355
40,0.0016306579345837235,1.0,0.02606181986629963,0.994425892829895
41,0.0014818470226600766,1.0,0.02639640122652054,0.9948717951774597
42,0.0014596282271668315,1.0,0.025416001677513123,0.9948717951774597
43,0.0014299782924354076,1.0,0.026084549725055695,0.9950947761535645
44,0.0013975645415484905,1.0,0.025617264211177826,0.9950947761535645
45,0.001439416198991239,1.0,0.02574216015636921,0.9950947761535645
46,0.0013373905094340444,1.0,0.025612205266952515,0.9950947761535645
47,0.001357017899863422,1.0,0.025226403027772903,0.9953176975250244
48,0.0012831803178414702,1.0,0.0251119676977396,0.9950947761535645
49,0.0012083920883014798,1.0,0.02525498904287815,0.9950947761535645
